"Notes"	"Residence County"	"Residence County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths
	"Warren County, NJ"	"34041"	"45-54 years"	"45-54"	13
	"Warren County, NJ"	"34041"	"55-64 years"	"55-64"	26
	"Warren County, NJ"	"34041"	"65-74 years"	"65-74"	62
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	26
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	84
	"Bernalillo County, NM"	"35001"	"55-64 years"	"55-64"	212
	"Bernalillo County, NM"	"35001"	"65-74 years"	"65-74"	377
	"Chaves County, NM"	"35005"	"45-54 years"	"45-54"	12
	"Chaves County, NM"	"35005"	"55-64 years"	"55-64"	31
	"Chaves County, NM"	"35005"	"65-74 years"	"65-74"	53
	"Cibola County, NM"	"35006"	"65-74 years"	"65-74"	14
	"Colfax County, NM"	"35007"	"65-74 years"	"65-74"	17
	"Curry County, NM"	"35009"	"55-64 years"	"55-64"	19
	"Curry County, NM"	"35009"	"65-74 years"	"65-74"	28
	"Dona Ana County, NM"	"35013"	"45-54 years"	"45-54"	17
	"Dona Ana County, NM"	"35013"	"55-64 years"	"55-64"	45
	"Dona Ana County, NM"	"35013"	"65-74 years"	"65-74"	121
	"Eddy County, NM"	"35015"	"55-64 years"	"55-64"	23
	"Eddy County, NM"	"35015"	"65-74 years"	"65-74"	32
	"Grant County, NM"	"35017"	"65-74 years"	"65-74"	23
	"Lea County, NM"	"35025"	"45-54 years"	"45-54"	11
	"Lea County, NM"	"35025"	"55-64 years"	"55-64"	25
	"Lea County, NM"	"35025"	"65-74 years"	"65-74"	45
	"Lincoln County, NM"	"35027"	"65-74 years"	"65-74"	29
	"Luna County, NM"	"35029"	"65-74 years"	"65-74"	22
	"McKinley County, NM"	"35031"	"45-54 years"	"45-54"	13
	"McKinley County, NM"	"35031"	"55-64 years"	"55-64"	24
	"McKinley County, NM"	"35031"	"65-74 years"	"65-74"	35
	"Otero County, NM"	"35035"	"55-64 years"	"55-64"	23
	"Otero County, NM"	"35035"	"65-74 years"	"65-74"	40
	"Quay County, NM"	"35037"	"65-74 years"	"65-74"	13
	"Rio Arriba County, NM"	"35039"	"55-64 years"	"55-64"	16
	"Rio Arriba County, NM"	"35039"	"65-74 years"	"65-74"	18
	"Sandoval County, NM"	"35043"	"45-54 years"	"45-54"	11
	"Sandoval County, NM"	"35043"	"55-64 years"	"55-64"	39
	"Sandoval County, NM"	"35043"	"65-74 years"	"65-74"	74
	"San Juan County, NM"	"35045"	"45-54 years"	"45-54"	16
	"San Juan County, NM"	"35045"	"55-64 years"	"55-64"	32
	"San Juan County, NM"	"35045"	"65-74 years"	"65-74"	59
	"San Miguel County, NM"	"35047"	"55-64 years"	"55-64"	14
	"San Miguel County, NM"	"35047"	"65-74 years"	"65-74"	21
	"Santa Fe County, NM"	"35049"	"35-44 years"	"35-44"	11
	"Santa Fe County, NM"	"35049"	"55-64 years"	"55-64"	27
	"Santa Fe County, NM"	"35049"	"65-74 years"	"65-74"	68
	"Sierra County, NM"	"35051"	"65-74 years"	"65-74"	23
	"Socorro County, NM"	"35053"	"65-74 years"	"65-74"	12
	"Taos County, NM"	"35055"	"55-64 years"	"55-64"	11
	"Taos County, NM"	"35055"	"65-74 years"	"65-74"	16
	"Torrance County, NM"	"35057"	"55-64 years"	"55-64"	15
	"Valencia County, NM"	"35061"	"55-64 years"	"55-64"	29
	"Valencia County, NM"	"35061"	"65-74 years"	"65-74"	47
	"Albany County, NY"	"36001"	"35-44 years"	"35-44"	18
	"Albany County, NY"	"36001"	"45-54 years"	"45-54"	28
	"Albany County, NY"	"36001"	"55-64 years"	"55-64"	93
	"Albany County, NY"	"36001"	"65-74 years"	"65-74"	148
	"Allegany County, NY"	"36003"	"55-64 years"	"55-64"	13
	"Allegany County, NY"	"36003"	"65-74 years"	"65-74"	32
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	90
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	212
	"Bronx County, NY"	"36005"	"55-64 years"	"55-64"	586
	"Bronx County, NY"	"36005"	"65-74 years"	"65-74"	812
	"Broome County, NY"	"36007"	"35-44 years"	"35-44"	17
	"Broome County, NY"	"36007"	"45-54 years"	"45-54"	27
	"Broome County, NY"	"36007"	"55-64 years"	"55-64"	96
	"Broome County, NY"	"36007"	"65-74 years"	"65-74"	128
	"Cattaraugus County, NY"	"36009"	"55-64 years"	"55-64"	41
	"Cattaraugus County, NY"	"36009"	"65-74 years"	"65-74"	71
	"Cayuga County, NY"	"36011"	"55-64 years"	"55-64"	35
	"Cayuga County, NY"	"36011"	"65-74 years"	"65-74"	51
	"Chautauqua County, NY"	"36013"	"45-54 years"	"45-54"	24
	"Chautauqua County, NY"	"36013"	"55-64 years"	"55-64"	54
	"Chautauqua County, NY"	"36013"	"65-74 years"	"65-74"	84
	"Chemung County, NY"	"36015"	"45-54 years"	"45-54"	14
	"Chemung County, NY"	"36015"	"55-64 years"	"55-64"	43
	"Chemung County, NY"	"36015"	"65-74 years"	"65-74"	62
	"Chenango County, NY"	"36017"	"55-64 years"	"55-64"	25
	"Chenango County, NY"	"36017"	"65-74 years"	"65-74"	49
	"Clinton County, NY"	"36019"	"45-54 years"	"45-54"	10
	"Clinton County, NY"	"36019"	"55-64 years"	"55-64"	35
	"Clinton County, NY"	"36019"	"65-74 years"	"65-74"	41
	"Columbia County, NY"	"36021"	"55-64 years"	"55-64"	25
	"Columbia County, NY"	"36021"	"65-74 years"	"65-74"	35
	"Cortland County, NY"	"36023"	"55-64 years"	"55-64"	14
	"Cortland County, NY"	"36023"	"65-74 years"	"65-74"	32
	"Delaware County, NY"	"36025"	"55-64 years"	"55-64"	25
	"Delaware County, NY"	"36025"	"65-74 years"	"65-74"	37
	"Dutchess County, NY"	"36027"	"45-54 years"	"45-54"	22
	"Dutchess County, NY"	"36027"	"55-64 years"	"55-64"	86
	"Dutchess County, NY"	"36027"	"65-74 years"	"65-74"	158
	"Erie County, NY"	"36029"	"35-44 years"	"35-44"	48
	"Erie County, NY"	"36029"	"45-54 years"	"45-54"	121
	"Erie County, NY"	"36029"	"55-64 years"	"55-64"	321
	"Erie County, NY"	"36029"	"65-74 years"	"65-74"	537
	"Essex County, NY"	"36031"	"55-64 years"	"55-64"	14
	"Essex County, NY"	"36031"	"65-74 years"	"65-74"	26
	"Franklin County, NY"	"36033"	"55-64 years"	"55-64"	22
	"Franklin County, NY"	"36033"	"65-74 years"	"65-74"	25
	"Fulton County, NY"	"36035"	"55-64 years"	"55-64"	28
	"Fulton County, NY"	"36035"	"65-74 years"	"65-74"	52
	"Genesee County, NY"	"36037"	"55-64 years"	"55-64"	22
	"Genesee County, NY"	"36037"	"65-74 years"	"65-74"	34
	"Greene County, NY"	"36039"	"45-54 years"	"45-54"	10
	"Greene County, NY"	"36039"	"55-64 years"	"55-64"	19
	"Greene County, NY"	"36039"	"65-74 years"	"65-74"	40
	"Herkimer County, NY"	"36043"	"55-64 years"	"55-64"	26
	"Herkimer County, NY"	"36043"	"65-74 years"	"65-74"	43
	"Jefferson County, NY"	"36045"	"45-54 years"	"45-54"	10
	"Jefferson County, NY"	"36045"	"55-64 years"	"55-64"	37
	"Jefferson County, NY"	"36045"	"65-74 years"	"65-74"	60
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	117
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	299
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	707
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	1163
	"Lewis County, NY"	"36049"	"65-74 years"	"65-74"	12
	"Livingston County, NY"	"36051"	"55-64 years"	"55-64"	11
	"Livingston County, NY"	"36051"	"65-74 years"	"65-74"	27
	"Madison County, NY"	"36053"	"55-64 years"	"55-64"	19
	"Madison County, NY"	"36053"	"65-74 years"	"65-74"	35
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	26
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	76
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	198
	"Monroe County, NY"	"36055"	"65-74 years"	"65-74"	336
	"Montgomery County, NY"	"36057"	"45-54 years"	"45-54"	11
	"Montgomery County, NY"	"36057"	"55-64 years"	"55-64"	21
	"Montgomery County, NY"	"36057"	"65-74 years"	"65-74"	37
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	43
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	103
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	322
	"Nassau County, NY"	"36059"	"65-74 years"	"65-74"	618
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	44
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	147
	"New York County, NY"	"36061"	"55-64 years"	"55-64"	335
	"New York County, NY"	"36061"	"65-74 years"	"65-74"	555
	"Niagara County, NY"	"36063"	"45-54 years"	"45-54"	27
	"Niagara County, NY"	"36063"	"55-64 years"	"55-64"	71
	"Niagara County, NY"	"36063"	"65-74 years"	"65-74"	170
	"Oneida County, NY"	"36065"	"35-44 years"	"35-44"	11
	"Oneida County, NY"	"36065"	"45-54 years"	"45-54"	27
	"Oneida County, NY"	"36065"	"55-64 years"	"55-64"	72
	"Oneida County, NY"	"36065"	"65-74 years"	"65-74"	129
	"Onondaga County, NY"	"36067"	"35-44 years"	"35-44"	25
	"Onondaga County, NY"	"36067"	"45-54 years"	"45-54"	58
	"Onondaga County, NY"	"36067"	"55-64 years"	"55-64"	128
	"Onondaga County, NY"	"36067"	"65-74 years"	"65-74"	254
	"Ontario County, NY"	"36069"	"45-54 years"	"45-54"	10
	"Ontario County, NY"	"36069"	"55-64 years"	"55-64"	46
	"Ontario County, NY"	"36069"	"65-74 years"	"65-74"	62
	"Orange County, NY"	"36071"	"45-54 years"	"45-54"	23
	"Orange County, NY"	"36071"	"55-64 years"	"55-64"	99
	"Orange County, NY"	"36071"	"65-74 years"	"65-74"	168
	"Orleans County, NY"	"36073"	"55-64 years"	"55-64"	18
	"Orleans County, NY"	"36073"	"65-74 years"	"65-74"	36
	"Oswego County, NY"	"36075"	"45-54 years"	"45-54"	12
	"Oswego County, NY"	"36075"	"55-64 years"	"55-64"	38
	"Oswego County, NY"	"36075"	"65-74 years"	"65-74"	67
	"Otsego County, NY"	"36077"	"55-64 years"	"55-64"	15
	"Otsego County, NY"	"36077"	"65-74 years"	"65-74"	40
	"Putnam County, NY"	"36079"	"55-64 years"	"55-64"	20
	"Putnam County, NY"	"36079"	"65-74 years"	"65-74"	41
	"Queens County, NY"	"36081"	"35-44 years"	"35-44"	88
	"Queens County, NY"	"36081"	"45-54 years"	"45-54"	212
	"Queens County, NY"	"36081"	"55-64 years"	"55-64"	622
	"Queens County, NY"	"36081"	"65-74 years"	"65-74"	994
	"Rensselaer County, NY"	"36083"	"45-54 years"	"45-54"	25
	"Rensselaer County, NY"	"36083"	"55-64 years"	"55-64"	46
	"Rensselaer County, NY"	"36083"	"65-74 years"	"65-74"	91
	"Richmond County, NY"	"36085"	"35-44 years"	"35-44"	16
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	46
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	141
	"Richmond County, NY"	"36085"	"65-74 years"	"65-74"	261
	"Rockland County, NY"	"36087"	"35-44 years"	"35-44"	12
	"Rockland County, NY"	"36087"	"45-54 years"	"45-54"	15
	"Rockland County, NY"	"36087"	"55-64 years"	"55-64"	59
	"Rockland County, NY"	"36087"	"65-74 years"	"65-74"	102
	"St. Lawrence County, NY"	"36089"	"45-54 years"	"45-54"	22
	"St. Lawrence County, NY"	"36089"	"55-64 years"	"55-64"	50
	"St. Lawrence County, NY"	"36089"	"65-74 years"	"65-74"	76
	"Saratoga County, NY"	"36091"	"45-54 years"	"45-54"	30
	"Saratoga County, NY"	"36091"	"55-64 years"	"55-64"	70
	"Saratoga County, NY"	"36091"	"65-74 years"	"65-74"	107
	"Schenectady County, NY"	"36093"	"35-44 years"	"35-44"	12
	"Schenectady County, NY"	"36093"	"45-54 years"	"45-54"	24
	"Schenectady County, NY"	"36093"	"55-64 years"	"55-64"	61
	"Schenectady County, NY"	"36093"	"65-74 years"	"65-74"	78
	"Schoharie County, NY"	"36095"	"55-64 years"	"55-64"	12
	"Schoharie County, NY"	"36095"	"65-74 years"	"65-74"	24
	"Schuyler County, NY"	"36097"	"65-74 years"	"65-74"	14
	"Seneca County, NY"	"36099"	"55-64 years"	"55-64"	12
	"Seneca County, NY"	"36099"	"65-74 years"	"65-74"	18
	"Steuben County, NY"	"36101"	"55-64 years"	"55-64"	29
	"Steuben County, NY"	"36101"	"65-74 years"	"65-74"	74
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	38
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	122
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	356
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	646
	"Sullivan County, NY"	"36105"	"45-54 years"	"45-54"	12
	"Sullivan County, NY"	"36105"	"55-64 years"	"55-64"	28
	"Sullivan County, NY"	"36105"	"65-74 years"	"65-74"	46
	"Tioga County, NY"	"36107"	"55-64 years"	"55-64"	25
	"Tioga County, NY"	"36107"	"65-74 years"	"65-74"	44
	"Tompkins County, NY"	"36109"	"55-64 years"	"55-64"	19
	"Tompkins County, NY"	"36109"	"65-74 years"	"65-74"	31
	"Ulster County, NY"	"36111"	"45-54 years"	"45-54"	20
	"Ulster County, NY"	"36111"	"55-64 years"	"55-64"	54
	"Ulster County, NY"	"36111"	"65-74 years"	"65-74"	108
	"Warren County, NY"	"36113"	"45-54 years"	"45-54"	12
	"Warren County, NY"	"36113"	"55-64 years"	"55-64"	34
	"Warren County, NY"	"36113"	"65-74 years"	"65-74"	28
	"Washington County, NY"	"36115"	"45-54 years"	"45-54"	11
	"Washington County, NY"	"36115"	"55-64 years"	"55-64"	16
	"Washington County, NY"	"36115"	"65-74 years"	"65-74"	42
	"Wayne County, NY"	"36117"	"55-64 years"	"55-64"	41
	"Wayne County, NY"	"36117"	"65-74 years"	"65-74"	53
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	27
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	62
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	180
	"Westchester County, NY"	"36119"	"65-74 years"	"65-74"	346
	"Wyoming County, NY"	"36121"	"55-64 years"	"55-64"	19
	"Wyoming County, NY"	"36121"	"65-74 years"	"65-74"	17
	"Yates County, NY"	"36123"	"65-74 years"	"65-74"	11
	"Alamance County, NC"	"37001"	"35-44 years"	"35-44"	12
	"Alamance County, NC"	"37001"	"45-54 years"	"45-54"	27
	"Alamance County, NC"	"37001"	"55-64 years"	"55-64"	69
	"Alamance County, NC"	"37001"	"65-74 years"	"65-74"	102
	"Alexander County, NC"	"37003"	"65-74 years"	"65-74"	20
	"Anson County, NC"	"37007"	"55-64 years"	"55-64"	16
	"Anson County, NC"	"37007"	"65-74 years"	"65-74"	25
	"Ashe County, NC"	"37009"	"55-64 years"	"55-64"	13
	"Ashe County, NC"	"37009"	"65-74 years"	"65-74"	34
	"Avery County, NC"	"37011"	"65-74 years"	"65-74"	15
	"Beaufort County, NC"	"37013"	"55-64 years"	"55-64"	27
	"Beaufort County, NC"	"37013"	"65-74 years"	"65-74"	38
	"Bertie County, NC"	"37015"	"55-64 years"	"55-64"	13
	"Bertie County, NC"	"37015"	"65-74 years"	"65-74"	21
	"Bladen County, NC"	"37017"	"45-54 years"	"45-54"	12
	"Bladen County, NC"	"37017"	"55-64 years"	"55-64"	24
	"Bladen County, NC"	"37017"	"65-74 years"	"65-74"	35
	"Brunswick County, NC"	"37019"	"45-54 years"	"45-54"	21
	"Brunswick County, NC"	"37019"	"55-64 years"	"55-64"	52
	"Brunswick County, NC"	"37019"	"65-74 years"	"65-74"	108
	"Buncombe County, NC"	"37021"	"45-54 years"	"45-54"	26
	"Buncombe County, NC"	"37021"	"55-64 years"	"55-64"	85
	"Buncombe County, NC"	"37021"	"65-74 years"	"65-74"	147
	"Burke County, NC"	"37023"	"45-54 years"	"45-54"	14
	"Burke County, NC"	"37023"	"55-64 years"	"55-64"	47
	"Burke County, NC"	"37023"	"65-74 years"	"65-74"	78
	"Cabarrus County, NC"	"37025"	"45-54 years"	"45-54"	34
	"Cabarrus County, NC"	"37025"	"55-64 years"	"55-64"	59
	"Cabarrus County, NC"	"37025"	"65-74 years"	"65-74"	90
	"Caldwell County, NC"	"37027"	"45-54 years"	"45-54"	15
	"Caldwell County, NC"	"37027"	"55-64 years"	"55-64"	41
	"Caldwell County, NC"	"37027"	"65-74 years"	"65-74"	74
	"Carteret County, NC"	"37031"	"45-54 years"	"45-54"	11
	"Carteret County, NC"	"37031"	"55-64 years"	"55-64"	33
	"Carteret County, NC"	"37031"	"65-74 years"	"65-74"	61
	"Caswell County, NC"	"37033"	"65-74 years"	"65-74"	24
	"Catawba County, NC"	"37035"	"45-54 years"	"45-54"	28
	"Catawba County, NC"	"37035"	"55-64 years"	"55-64"	67
	"Catawba County, NC"	"37035"	"65-74 years"	"65-74"	107
	"Chatham County, NC"	"37037"	"55-64 years"	"55-64"	26
	"Chatham County, NC"	"37037"	"65-74 years"	"65-74"	43
	"Cherokee County, NC"	"37039"	"55-64 years"	"55-64"	14
	"Cherokee County, NC"	"37039"	"65-74 years"	"65-74"	23
	"Chowan County, NC"	"37041"	"65-74 years"	"65-74"	18
	"Clay County, NC"	"37043"	"65-74 years"	"65-74"	14
	"Cleveland County, NC"	"37045"	"45-54 years"	"45-54"	23
	"Cleveland County, NC"	"37045"	"55-64 years"	"55-64"	67
	"Cleveland County, NC"	"37045"	"65-74 years"	"65-74"	81
	"Columbus County, NC"	"37047"	"55-64 years"	"55-64"	37
	"Columbus County, NC"	"37047"	"65-74 years"	"65-74"	52
	"Craven County, NC"	"37049"	"45-54 years"	"45-54"	15
	"Craven County, NC"	"37049"	"55-64 years"	"55-64"	36
	"Craven County, NC"	"37049"	"65-74 years"	"65-74"	63
	"Cumberland County, NC"	"37051"	"35-44 years"	"35-44"	30
	"Cumberland County, NC"	"37051"	"45-54 years"	"45-54"	64
	"Cumberland County, NC"	"37051"	"55-64 years"	"55-64"	140
	"Cumberland County, NC"	"37051"	"65-74 years"	"65-74"	179
	"Currituck County, NC"	"37053"	"65-74 years"	"65-74"	21
	"Dare County, NC"	"37055"	"55-64 years"	"55-64"	13
	"Dare County, NC"	"37055"	"65-74 years"	"65-74"	21
	"Davidson County, NC"	"37057"	"45-54 years"	"45-54"	33
	"Davidson County, NC"	"37057"	"55-64 years"	"55-64"	93
	"Davidson County, NC"	"37057"	"65-74 years"	"65-74"	112
	"Davie County, NC"	"37059"	"55-64 years"	"55-64"	16
	"Davie County, NC"	"37059"	"65-74 years"	"65-74"	32
	"Duplin County, NC"	"37061"	"55-64 years"	"55-64"	21
	"Duplin County, NC"	"37061"	"65-74 years"	"65-74"	35
	"Durham County, NC"	"37063"	"35-44 years"	"35-44"	17
	"Durham County, NC"	"37063"	"45-54 years"	"45-54"	41
	"Durham County, NC"	"37063"	"55-64 years"	"55-64"	60
	"Durham County, NC"	"37063"	"65-74 years"	"65-74"	131
	"Edgecombe County, NC"	"37065"	"45-54 years"	"45-54"	20
	"Edgecombe County, NC"	"37065"	"55-64 years"	"55-64"	34
	"Edgecombe County, NC"	"37065"	"65-74 years"	"65-74"	60
	"Forsyth County, NC"	"37067"	"35-44 years"	"35-44"	13
	"Forsyth County, NC"	"37067"	"45-54 years"	"45-54"	46
	"Forsyth County, NC"	"37067"	"55-64 years"	"55-64"	139
	"Forsyth County, NC"	"37067"	"65-74 years"	"65-74"	212
	"Franklin County, NC"	"37069"	"45-54 years"	"45-54"	11
	"Franklin County, NC"	"37069"	"55-64 years"	"55-64"	31
	"Franklin County, NC"	"37069"	"65-74 years"	"65-74"	33
	"Gaston County, NC"	"37071"	"35-44 years"	"35-44"	16
	"Gaston County, NC"	"37071"	"45-54 years"	"45-54"	47
	"Gaston County, NC"	"37071"	"55-64 years"	"55-64"	104
	"Gaston County, NC"	"37071"	"65-74 years"	"65-74"	163
	"Gates County, NC"	"37073"	"65-74 years"	"65-74"	14
	"Granville County, NC"	"37077"	"45-54 years"	"45-54"	11
	"Granville County, NC"	"37077"	"55-64 years"	"55-64"	21
	"Granville County, NC"	"37077"	"65-74 years"	"65-74"	43
	"Greene County, NC"	"37079"	"55-64 years"	"55-64"	11
	"Greene County, NC"	"37079"	"65-74 years"	"65-74"	17
	"Guilford County, NC"	"37081"	"35-44 years"	"35-44"	35
	"Guilford County, NC"	"37081"	"45-54 years"	"45-54"	71
	"Guilford County, NC"	"37081"	"55-64 years"	"55-64"	190
	"Guilford County, NC"	"37081"	"65-74 years"	"65-74"	281
	"Halifax County, NC"	"37083"	"55-64 years"	"55-64"	27
	"Halifax County, NC"	"37083"	"65-74 years"	"65-74"	53
	"Harnett County, NC"	"37085"	"45-54 years"	"45-54"	23
	"Harnett County, NC"	"37085"	"55-64 years"	"55-64"	45
	"Harnett County, NC"	"37085"	"65-74 years"	"65-74"	86
	"Haywood County, NC"	"37087"	"45-54 years"	"45-54"	10
	"Haywood County, NC"	"37087"	"55-64 years"	"55-64"	24
	"Haywood County, NC"	"37087"	"65-74 years"	"65-74"	52
	"Henderson County, NC"	"37089"	"45-54 years"	"45-54"	12
	"Henderson County, NC"	"37089"	"55-64 years"	"55-64"	41
	"Henderson County, NC"	"37089"	"65-74 years"	"65-74"	85
	"Hertford County, NC"	"37091"	"55-64 years"	"55-64"	22
	"Hertford County, NC"	"37091"	"65-74 years"	"65-74"	13
	"Hoke County, NC"	"37093"	"55-64 years"	"55-64"	27
	"Hoke County, NC"	"37093"	"65-74 years"	"65-74"	19
	"Iredell County, NC"	"37097"	"45-54 years"	"45-54"	24
	"Iredell County, NC"	"37097"	"55-64 years"	"55-64"	60
	"Iredell County, NC"	"37097"	"65-74 years"	"65-74"	105
	"Jackson County, NC"	"37099"	"55-64 years"	"55-64"	16
	"Jackson County, NC"	"37099"	"65-74 years"	"65-74"	25
	"Johnston County, NC"	"37101"	"45-54 years"	"45-54"	34
	"Johnston County, NC"	"37101"	"55-64 years"	"55-64"	66
	"Johnston County, NC"	"37101"	"65-74 years"	"65-74"	126
	"Jones County, NC"	"37103"	"65-74 years"	"65-74"	12
	"Lee County, NC"	"37105"	"45-54 years"	"45-54"	11
	"Lee County, NC"	"37105"	"55-64 years"	"55-64"	20
	"Lee County, NC"	"37105"	"65-74 years"	"65-74"	49
	"Lenoir County, NC"	"37107"	"45-54 years"	"45-54"	18
	"Lenoir County, NC"	"37107"	"55-64 years"	"55-64"	33
	"Lenoir County, NC"	"37107"	"65-74 years"	"65-74"	60
	"Lincoln County, NC"	"37109"	"45-54 years"	"45-54"	12
	"Lincoln County, NC"	"37109"	"55-64 years"	"55-64"	37
	"Lincoln County, NC"	"37109"	"65-74 years"	"65-74"	44
	"McDowell County, NC"	"37111"	"55-64 years"	"55-64"	31
	"McDowell County, NC"	"37111"	"65-74 years"	"65-74"	36
	"Macon County, NC"	"37113"	"55-64 years"	"55-64"	12
	"Macon County, NC"	"37113"	"65-74 years"	"65-74"	29
	"Madison County, NC"	"37115"	"55-64 years"	"55-64"	10
	"Madison County, NC"	"37115"	"65-74 years"	"65-74"	14
	"Martin County, NC"	"37117"	"55-64 years"	"55-64"	15
	"Martin County, NC"	"37117"	"65-74 years"	"65-74"	25
	"Mecklenburg County, NC"	"37119"	"35-44 years"	"35-44"	61
	"Mecklenburg County, NC"	"37119"	"45-54 years"	"45-54"	136
	"Mecklenburg County, NC"	"37119"	"55-64 years"	"55-64"	271
	"Mecklenburg County, NC"	"37119"	"65-74 years"	"65-74"	391
	"Mitchell County, NC"	"37121"	"65-74 years"	"65-74"	20
	"Montgomery County, NC"	"37123"	"55-64 years"	"55-64"	14
	"Montgomery County, NC"	"37123"	"65-74 years"	"65-74"	26
	"Moore County, NC"	"37125"	"45-54 years"	"45-54"	11
	"Moore County, NC"	"37125"	"55-64 years"	"55-64"	34
	"Moore County, NC"	"37125"	"65-74 years"	"65-74"	72
	"Nash County, NC"	"37127"	"45-54 years"	"45-54"	24
	"Nash County, NC"	"37127"	"55-64 years"	"55-64"	43
	"Nash County, NC"	"37127"	"65-74 years"	"65-74"	86
	"New Hanover County, NC"	"37129"	"35-44 years"	"35-44"	11
	"New Hanover County, NC"	"37129"	"45-54 years"	"45-54"	18
	"New Hanover County, NC"	"37129"	"55-64 years"	"55-64"	55
	"New Hanover County, NC"	"37129"	"65-74 years"	"65-74"	112
	"Northampton County, NC"	"37131"	"55-64 years"	"55-64"	14
	"Northampton County, NC"	"37131"	"65-74 years"	"65-74"	19
	"Onslow County, NC"	"37133"	"45-54 years"	"45-54"	23
	"Onslow County, NC"	"37133"	"55-64 years"	"55-64"	55
	"Onslow County, NC"	"37133"	"65-74 years"	"65-74"	104
	"Orange County, NC"	"37135"	"45-54 years"	"45-54"	14
	"Orange County, NC"	"37135"	"55-64 years"	"55-64"	25
	"Orange County, NC"	"37135"	"65-74 years"	"65-74"	39
	"Pamlico County, NC"	"37137"	"65-74 years"	"65-74"	18
